Ticker;Ticker BBG;Name
TTMI;TTMI UW Equity;TTM Technologies Inc
NOG;NOG UA Equity;Northern Oil and Gas Inc
MITT;MITT UN Equity;AG Mortgage Investment Trust Inc
NTGR;NTGR UW Equity;NETGEAR Inc
BHR;BHR UN Equity;Braemar Hotels & Resorts Inc
RUTH;RUTH UW Equity;Ruth's Hospitality Group Inc
BKMU;BKMU UW Equity;Bank Mutual Corp
UTI;UTI UN Equity;Universal Technical Institute Inc
CPLA;CPLA UW Equity;Capella Education Co
9876450D;9876450D UN Equity;Bonanza Creek Energy Inc
SNX;SNX UN Equity;SYNNEX Corp
ALGN;ALGN UW Equity;Align Technology Inc
CVGW;CVGW UW Equity;Calavo Growers Inc
CPRI;CPRI UN Equity;Capri Holdings Ltd
FSP;FSP UA Equity;Franklin Street Properties Corp
AYI;AYI UN Equity;Acuity Brands Inc
FCB;FCB UN Equity;FCB Financial Holdings Inc
CCRN;CCRN UW Equity;Cross Country Healthcare Inc
AMN;AMN UN Equity;AMN Healthcare Services Inc
CPSI;CPSI UW Equity;Computer Programs and Systems Inc
NSR;NSR UN Equity;NeuStar Inc
LKQ;LKQ UW Equity;LKQ Corp
BSIG;BSIG UN Equity;Brightsphere Investment Group Inc
KND;KND UN Equity;Kindred Healthcare LLC
SNCR;SNCR UW Equity;Synchronoss Technologies Inc
1850925D;1850925D UW Equity;VCA Inc
BGFV;BGFV UW Equity;Big 5 Sporting Goods Corp
1752683D;1752683D UW Equity;First Connecticut Bancorp Inc/Farmington
NUVA;NUVA UW Equity;NuVasive Inc
ORIT;ORIT UW Equity;Oritani Financial Corp
CMP;CMP UN Equity;Compass Minerals International Inc
ENS;ENS UN Equity;EnerSys
CEVA;CEVA UW Equity;CEVA Inc
ASB;ASB UN Equity;Associated Banc-Corp
SAFT;SAFT UW Equity;Safety Insurance Group Inc
RRGB;RRGB UW Equity;Red Robin Gourmet Burgers Inc
NPO;NPO UN Equity;EnPro Industries Inc
PFS;PFS UN Equity;Provident Financial Services Inc
VIA;VIA UW Equity;Viacom Inc
PRAA;PRAA UW Equity;PRA Group Inc
IPCC;IPCC UW Equity;Infinity Property and Casualty Corp
KDNY;KDNY UW Equity;Chinook Therapeutics Inc
AHL;AHL UN Equity;Aspen Insurance Holdings Ltd
MOH;MOH UN Equity;Molina Healthcare Inc
SBNY;SBNY UW Equity;Signature Bank/New York NY
VRTU;VRTU UW Equity;Virtusa Corp
TXRH;TXRH UW Equity;Texas Roadhouse Inc
EXR;EXR UN Equity;Extra Space Storage Inc
MPW;MPW UN Equity;Medical Properties Trust Inc
DRH;DRH UN Equity;DiamondRock Hospitality Co
VWR;VWR UW Equity;VWR Corp
NP;NP UN Equity;Neenah Inc
MPWR;MPWR UW Equity;Monolithic Power Systems Inc
W;W UN Equity;Wayfair Inc
BDC;BDC UN Equity;Belden Inc
DWA;DWA UW Equity;DreamWorks Animation LLC
AACH;AACH UN Equity;AAC Holdings Inc
HAYN;HAYN UW Equity;Haynes International Inc
LQDT;LQDT UW Equity;Liquidity Services Inc
UE;UE UN Equity;Urban Edge Properties
NWE;NWE UN Equity;NorthWestern Corp
PBH;PBH UN Equity;Prestige Consumer Healthcare Inc
KOP;KOP UN Equity;Koppers Holdings Inc
WEX;WEX UN Equity;WEX Inc
LHCG;LHCG UW Equity;LHC Group Inc
PAY;PAY UN Equity;VeriFone Systems Inc
ZUMZ;ZUMZ UW Equity;Zumiez Inc
KS;KS UN Equity;KapStone Paper and Packaging Corp
EBS;EBS UN Equity;Emergent BioSolutions Inc
UAA;UAA UN Equity;Under Armour Inc
EHTH;EHTH UW Equity;eHealth Inc
ALGT;ALGT UW Equity;Allegiant Travel Co
KALU;KALU UW Equity;Kaiser Aluminum Corp
LOGM;LOGM UW Equity;LogMeIn Inc
SMCI;SMCI UW Equity;Super Micro Computer Inc
IBKR;IBKR UW Equity;Interactive Brokers Group Inc
EIG;EIG UN Equity;Employers Holdings Inc
IQNT;IQNT UW Equity;Inteliquent Inc
TYPE;TYPE UW Equity;Monotype Imaging Holdings Inc
LL;LL UN Equity;Lumber Liquidators Holdings Inc
ORN;ORN UN Equity;Orion Group Holdings Inc
ENSG;ENSG UW Equity;Ensign Group Inc/The
PMC;PMC UN Equity;PharMerica Corp
AREXQ;AREXQ UW Equity;Approach Resources Inc
UHAL;UHAL UW Equity;AMERCO
APEI;APEI UW Equity;American Public Education Inc
JBT;JBT UN Equity;John Bean Technologies Corp
HSNI;HSNI UW Equity;HSN Inc
NX;NX UN Equity;Quanex Building Products Corp
IPI;IPI UN Equity;Intrepid Potash Inc
FAF;FAF UN Equity;First American Financial Corp
ENTA;ENTA UW Equity;Enanta Pharmaceuticals Inc
CLW;CLW UN Equity;Clearwater Paper Corp
WSTC;WSTC UW Equity;Intrado Corp
KRA;KRA UN Equity;Kraton Corp
CWEI;CWEI UN Equity;Clayton Williams Energy Inc
FBHS;FBHS UN Equity;Fortune Brands Home & Security Inc
INOV;INOV UW Equity;Inovalon Holdings Inc
LMOS;LMOS UW Equity;Lumos Networks Corp
NVTA;NVTA UN Equity;Invitae Corp
NRC;NRC UW Equity;National Research Corp
TSE;TSE UN Equity;Trinseo SA
NLS;NLS UN Equity;Nautilus Inc
DFRG;DFRG UW Equity;Del Frisco's Restaurant Group Inc
SIEN;SIEN UW Equity;Sientra Inc
GLAE;GLAE UN Equity;GlassBridge Enterprises Inc
CPF;CPF UN Equity;Central Pacific Financial Corp
ELLI;ELLI UN Equity;Ellie Mae Inc
CACB;CACB UR Equity;Cascade Bancorp
WNC;WNC UN Equity;Wabash National Corp
AROW;AROW UW Equity;Arrow Financial Corp
YRCW;YRCW UW Equity;YRC Worldwide Inc
PAYC;PAYC UN Equity;Paycom Software Inc
FBC;FBC UN Equity;Flagstar Bancorp Inc
GBT;GBT UW Equity;Global Blood Therapeutics Inc
ECOL;ECOL UN Equity;US Ecology Inc
AXLL;AXLL UN Equity;Axiall Corp
HOV;HOV UN Equity;Hovnanian Enterprises Inc
ACLS;ACLS UW Equity;Axcelis Technologies Inc
BSET;BSET UW Equity;Bassett Furniture Industries Inc
1523873D;1523873D UN Equity;BBX Capital Corp /Old
STRP;STRP UA Equity;Straight Path Communications Inc
COB;COB UR Equity;CommunityOne Bancorp
1811934D;1811934D UN Equity;Media General Inc
MRD;MRD UW Equity;Range Resources-Louisiana Inc
PLAB;PLAB UW Equity;Photronics Inc
NCOM;NCOM UW Equity;National Commerce Corp
ETM;ETM UN Equity;Entercom Communications Corp
FSAM;FSAM UW Equity;Fifth Street Asset Management Inc
OMN;OMN UN Equity;OMNOVA Solutions Inc
MIC;MIC UN Equity;Macquarie Infrastructure Corp
ASEI;ASEI UW Equity;American Science and Engineering Inc
CACQ;CACQ UW Equity;Caesars Acquisition Co
MDCA;MDCA UW Equity;MDC Partners Inc
CI;CI UN Equity;Cigna Corp
TESO;TESO UW Equity;Tesco Corp
CETV;CETV UW Equity;Central European Media Enterprises Ltd
CWCO;CWCO UW Equity;Consolidated Water Co Ltd
GOGL;GOGL UW Equity;Golden Ocean Group Ltd
BRSS;BRSS UN Equity;Global Brass and Copper Holdings Inc
IOSP;IOSP UW Equity;Innospec Inc
PGEM;PGEM UN Equity;Ply Gem Holdings Inc
ECOM;ECOM UN Equity;ChannelAdvisor Corp
GLNG;GLNG UW Equity;Golar LNG Ltd
LUMO;LUMO UQ Equity;Lumos Pharma Inc
DWRE;DWRE UN Equity;Demandware LLC
ZAIS;ZAIS UR Equity;ZAIS Group Holdings Inc
AOSL;AOSL UW Equity;Alpha & Omega Semiconductor Ltd
MTSI;MTSI UW Equity;MACOM Technology Solutions Holdings Inc
CLVS;CLVS UW Equity;Clovis Oncology Inc
MFRM;MFRM UW Equity;Mattress Firm Holding Corp
CCO;CCO UN Equity;Clear Channel Outdoor Holdings Inc
TAT;TAT UA Equity;TransAtlantic Petroleum Ltd
NAVB;NAVB UA Equity;Navidea Biopharmaceuticals Inc
COHR;COHR UW Equity;Coherent Inc
HLI;HLI UN Equity;Houlihan Lokey Inc
ABEO;ABEO UR Equity;Abeona Therapeutics Inc
JIVE;JIVE UW Equity;Jive Software Inc
BZH;BZH UN Equity;Beazer Homes USA Inc
HCCI;HCCI UW Equity;Heritage-Crystal Clean Inc
WETF;WETF UW Equity;WisdomTree Investments Inc
CSII;CSII UW Equity;Cardiovascular Systems Inc
HRTX;HRTX UR Equity;Heron Therapeutics Inc
SGNT;SGNT UW Equity;Sagent Pharmaceuticals Inc
9895420D;9895420D UW Equity;Angie's List Inc
GLT;GLT UN Equity;Glatfelter Corp
ICPT;ICPT UW Equity;Intercept Pharmaceuticals Inc
1745597D;1745597D UW Equity;Tesla Energy Operations Inc/DE
NADLQ;NADLQ UN Equity;North Atlantic Drilling Ltd
ASTE;ASTE UW Equity;Astec Industries Inc
XONE;XONE UW Equity;ExOne Co/The
PTLA;PTLA UW Equity;Portola Pharmaceuticals Inc
KEYS;KEYS UN Equity;Keysight Technologies Inc
PHIKQ;PHIKQ UW Equity;PHI Inc
AVNS;AVNS UN Equity;Avanos Medical Inc
IBTX;IBTX UW Equity;Independent Bank Group Inc
KE;KE UW Equity;Kimball Electronics Inc
PEGI;PEGI UW Equity;Pattern Energy Group Inc
SRPT;SRPT UW Equity;Sarepta Therapeutics Inc
CECE;CECE UW Equity;CECO Environmental Corp
BOOT;BOOT UN Equity;Boot Barn Holdings Inc
CASH;CASH UW Equity;Meta Financial Group Inc
IOVA;IOVA UQ Equity;Iovance Biotherapeutics Inc
TRU;TRU UN Equity;TransUnion
MLAB;MLAB UW Equity;Mesa Laboratories Inc
MCRN;MCRN UN Equity;Milacron Holdings Corp
REIS;REIS UW Equity;Reis Inc
SNAK;SNAK UW Equity;Inventure Foods Inc
IMBI;IMBI UW Equity;iMedia Brands Inc
GNRT;GNRT UN Equity;Gener8 Maritime Inc
BREW;BREW UW Equity;Craft Brew Alliance Inc
ORBC;ORBC UW Equity;ORBCOMM Inc
UTMD;UTMD UW Equity;Utah Medical Products Inc
ADUS;ADUS UW Equity;Addus HomeCare Corp
TREE;TREE UW Equity;LendingTree Inc
FRG;FRG UW Equity;Franchise Group Inc
TTPH;TTPH UW Equity;Tetraphase Pharmaceuticals Inc
NWLI;NWLI UW Equity;National Western Life Group Inc
FPRX;FPRX UW Equity;Five Prime Therapeutics Inc
SGRY;SGRY UW Equity;Surgery Partners Inc
PFGC;PFGC UN Equity;Performance Food Group Co
SPB;SPB UN Equity;Spectrum Brands Holdings Inc
FBIZ;FBIZ UW Equity;First Business Financial Services Inc
ENTL;ENTL UQ Equity;Entellus Medical Inc
SLRX;SLRX UQ Equity;Salarius Pharmaceuticals Inc
DRNA;DRNA UW Equity;Dicerna Pharmaceuticals Inc
CUNB;CUNB UR Equity;CU Bancorp/Los Angeles CA
OGS;OGS UN Equity;ONE Gas Inc
SFR;SFR UN Equity;Starwood Waypoint Homes
INSM;INSM UW Equity;Insmed Inc
RARE;RARE UW Equity;Ultragenyx Pharmaceutical Inc
MBUU;MBUU UQ Equity;Malibu Boats Inc
NWHM;NWHM UN Equity;New Home Co Inc/The
AMKR;AMKR UW Equity;Amkor Technology Inc
TRUE;TRUE UW Equity;TrueCar Inc
PDSB;PDSB UW Equity;PDS Biotechnology Corp
Z;Z UW Equity;Zillow Group Inc
EGHT;EGHT UW Equity;8x8 Inc
MC;MC UN Equity;Moelis & Co
RLGY;RLGY UN Equity;Realogy Holdings Corp
OPB;OPB UW Equity;Opus Bank
FLXS;FLXS UW Equity;Flexsteel Industries Inc
HBNC;HBNC UW Equity;Horizon Bancorp Inc/IN
PATK;PATK UW Equity;Patrick Industries Inc
TRVN;TRVN UW Equity;Trevena Inc
CARA;CARA UQ Equity;Cara Therapeutics Inc
ITCI;ITCI UW Equity;Intra-Cellular Therapies Inc
GWRE;GWRE UN Equity;Guidewire Software Inc
TBRA;TBRA UR Equity;Tobira Therapeutics Inc
ATRO;ATRO UW Equity;Astronics Corp
DERM;DERM UW Equity;Dermira Inc
FMSA;FMSA UN Equity;Fairmount Santrol Holdings Inc
SSTK;SSTK UN Equity;Shutterstock Inc
CJESQ;CJESQ UN Equity;C&J Energy Services Ltd/Old
CBF;CBF UW Equity;Capital Bank Financial Corp
NBHC;NBHC UN Equity;National Bank Holdings Corp
OCX;OCX UA Equity;Oncocyte Corp
MSM;MSM UN Equity;MSC Industrial Direct Co Inc
WDAY;WDAY UN Equity;Workday Inc
NVCR;NVCR UW Equity;Novocure Ltd
ATW;ATW UN Equity;Atwood Oceanics Inc
NEO;NEO UR Equity;NeoGenomics Inc
CCP;CCP UN Equity;Care Capital Properties Inc
QMCO;QMCO UN Equity;Quantum Corp
GBLI;GBLI UW Equity;Global Indemnity Group LLC
TROX;TROX UN Equity;Tronox Holdings PLC
BCPC;BCPC UW Equity;Balchem Corp
NYRT;NYRT UN Equity;New York REIT Liquidating LLC
SWC;SWC UN Equity;Stillwater Mining Co
AGIO;AGIO UW Equity;Agios Pharmaceuticals Inc
ALLY;ALLY UN Equity;Ally Financial Inc
AXP;AXP UN Equity;American Express Co
BA;BA UN Equity;Boeing Co/The
HPQ;HPQ UN Equity;HP Inc
FC;FC UN Equity;Franklin Covey Co
MCD;MCD UN Equity;McDonald's Corp
TRV;TRV UN Equity;Travelers Cos Inc/The
RTX;RTX UN Equity;Raytheon Technologies Corp
AIG;AIG UN Equity;American International Group Inc
ARG;ARG UN Equity;Airgas Inc
FWMHQ;FWMHQ UQ Equity;Fairway Group Holdings Corp
HES;HES UN Equity;Hess Corp
ADM;ADM UN Equity;Archer-Daniels-Midland Co
BAX;BAX UN Equity;Baxter International Inc
BBY;BBY UN Equity;Best Buy Co Inc
COG;COG UN Equity;Cabot Oil & Gas Corp
CCL;CCL UN Equity;Carnival Corp
9876566D;9876566D UN Equity;Chubb Corp/The
CLF;CLF UN Equity;Cleveland-Cliffs Inc
CCEP;CCEP UN Equity;Coca-Cola European Partners PLC
GLW;GLW UN Equity;Corning Inc
CMI;CMI UN Equity;Cummins Inc
TGT;TGT UN Equity;Target Corp
DE;DE UN Equity;Deere & Co
EQT;EQT UN Equity;EQT Corp
1831877D;1831877D UN Equity;XL Group Ltd
FDX;FDX UN Equity;FedEx Corp
LNTH;LNTH UQ Equity;Lantheus Holdings Inc
BEN;BEN UN Equity;Franklin Resources Inc
FCX;FCX UN Equity;Freeport-McMoRan Inc
INTEQ;INTEQ UN Equity;Intelsat SA
GPS;GPS UN Equity;Gap Inc/The
GD;GD UN Equity;General Dynamics Corp
HOG;HOG UN Equity;Harley-Davidson Inc
HRL;HRL UN Equity;Hormel Foods Corp
LNC;LNC UN Equity;Lincoln National Corp
L;L UN Equity;Loews Corp
LOW;LOW UN Equity;Lowe's Cos Inc
NWL;NWL UN Equity;Newell Brands Inc
TFCFA;TFCFA UW Equity;TFCF Corp
HPE;HPE UN Equity;Hewlett Packard Enterprise Co
PHM;PHM UN Equity;PulteGroup Inc
PBI;PBI UN Equity;Pitney Bowes Inc
PCL;PCL UN Equity;Plum Creek Timber Co Inc
QTWO;QTWO UN Equity;Q2 Holdings Inc
AKBA;AKBA UQ Equity;Akebia Therapeutics Inc
PCP;PCP UN Equity;Precision Castparts Corp
SLB;SLB UN Equity;Schlumberger NV
TFC;TFC UN Equity;Truist Financial Corp
SYY;SYY UN Equity;Sysco Corp
TER;TER UN Equity;Teradyne Inc
VNCE;VNCE UN Equity;Vince Holding Corp
MRO;MRO UN Equity;Marathon Oil Corp
WY;WY UN Equity;Weyerhaeuser Co
TAP;TAP UN Equity;Molson Coors Beverage Co
JWN;JWN UN Equity;Nordstrom Inc
BBBY;BBBY UW Equity;Bed Bath & Beyond Inc
CVC;CVC UN Equity;Cablevision Systems Corp
ESRX;ESRX UW Equity;Evernorth Health Inc
FISV;FISV UW Equity;Fiserv Inc
FITB;FITB UW Equity;Fifth Third Bancorp
AXDX;AXDX UR Equity;Accelerate Diagnostics Inc
GILD;GILD UW Equity;Gilead Sciences Inc
NBR;NBR UN Equity;Nabors Industries Ltd
VRTS;VRTS UW Equity;Virtus Investment Partners Inc
AN;AN UN Equity;AutoNation Inc
NLOK;NLOK UW Equity;NortonLifeLock Inc
VIAC;VIAC UN Equity;ViacomCBS Inc
WFM;WFM UW Equity;Whole Foods Market Inc
XRAY;XRAY UW Equity;DENTSPLY SIRONA Inc
AAMC;AAMC UA Equity;Altisource Asset Management Corp
INTU;INTU UW Equity;Intuit Inc
MCHP;MCHP UW Equity;Microchip Technology Inc
CB;CB UN Equity;Chubb Ltd
NFX;NFX UN Equity;Ovintiv Exploration Inc
CAM;CAM UN Equity;Cameron International Corp
COF;COF UN Equity;Capital One Financial Corp
SNDK;SNDK UW Equity;SanDisk LLC
HIG;HIG UN Equity;Hartford Financial Services Group Inc/Th
IRM;IRM UN Equity;Iron Mountain Inc
PXD;PXD UN Equity;Pioneer Natural Resources Co
LLL;LLL UN Equity;L3 Technologies Inc
YUM;YUM UN Equity;Yum! Brands Inc
VRSN;VRSN UW Equity;VeriSign Inc
PWR;PWR UN Equity;Quanta Services Inc
BRCM;BRCM UW Equity;Broadcom Corp
BTUUQ;BTUUQ UN Equity;Peabody Energy Corp
EBAY;EBAY UW Equity;eBay Inc
FFIV;FFIV UW Equity;F5 Networks Inc
QEP;QEP UN Equity;QEP Resources Inc
NUAN;NUAN UW Equity;Nuance Communications Inc
SBSI;SBSI UW Equity;Southside Bancshares Inc
DVN;DVN UN Equity;Devon Energy Corp
TWC;TWC UN Equity;Time Warner Cable Inc
WINMQ;WINMQ UW Equity;Windstream Holdings Inc
FLR;FLR UN Equity;Fluor Corp
AMP;AMP UN Equity;Ameriprise Financial Inc
KMX;KMX UN Equity;CarMax Inc
ICE;ICE UN Equity;Intercontinental Exchange Inc
CMG;CMG UN Equity;Chipotle Mexican Grill Inc
POM;POM UN Equity;Pepco Holdings LLC
AIZ;AIZ UN Equity;Assurant Inc
RF;RF UN Equity;Regions Financial Corp
WYND;WYND UN Equity;Wyndham Destinations Inc
MJN;MJN UN Equity;Mead Johnson Nutrition Co
DFS;DFS UN Equity;Discover Financial Services
SNI;SNI UN Equity;Scripps Networks Interactive Inc
BLMN;BLMN UW Equity;Bloomin' Brands Inc
AFOP;AFOP UQ Equity;Alliance Fiber Optic Products Inc
WWD;WWD UW Equity;Woodward Inc
CAR;CAR UW Equity;Avis Budget Group Inc
FRM;FRM UN Equity;Furmanite Corp
VRNS;VRNS UW Equity;Varonis Systems Inc
COLL;COLL UW Equity;Collegium Pharmaceutical Inc
RM;RM UN Equity;Regional Management Corp
AXAS;AXAS UR Equity;Abraxas Petroleum Corp
BMTC;BMTC UW Equity;Bryn Mawr Bank Corp
1396926D;1396926D UW Equity;Liberty Media Corp
ARDX;ARDX UQ Equity;Ardelyx Inc
ESTE;ESTE UA Equity;Earthstone Energy Inc
BID;BID UN Equity;Sotheby's
TGTX;TGTX UR Equity;TG Therapeutics Inc
ONCE;ONCE UW Equity;Spark Therapeutics Inc
CBPX;CBPX UN Equity;Continental Building Products Inc
NHTC;NHTC UR Equity;Natural Health Trends Corp
BXLT;BXLT UN Equity;Baxalta Inc
BW;BW UN Equity;Babcock & Wilcox Enterprises Inc
SIXD;SIXD US Equity;6D Global Technologies Inc
TXMD;TXMD UA Equity;TherapeuticsMD Inc
ICD;ICD UN Equity;Independence Contract Drilling Inc
DGICA;DGICA UW Equity;Donegal Group Inc
AST;AST UA Equity;Asterias Biotherapeutics Inc
SPLK;SPLK UW Equity;Splunk Inc
KING;KING UN Equity;King Digital Entertainment Ltd
KITE;KITE UW Equity;Kite Pharma Inc
FCEL;FCEL UQ Equity;FuelCell Energy Inc
9999997D;9999997D UN Equity;Talos Petroleum LLC
AGM;AGM UN Equity;Federal Agricultural Mortgage Corp
FLIC;FLIC UR Equity;First of Long Island Corp/The
PFPT;PFPT UQ Equity;Proofpoint Inc
1566019D;1566019D UN Equity;ADT Security Corp/The
ZIXI;ZIXI UW Equity;Zix Corp
HUBS;HUBS UN Equity;HubSpot Inc
MRTX;MRTX UR Equity;Mirati Therapeutics Inc
NEOS;NEOS UQ Equity;Neos Therapeutics Inc
NVIV;NVIV UQ Equity;InVivo Therapeutics Holdings Corp
PE;PE UN Equity;Parsley Energy Inc
AKS;AKS UN Equity;AK Steel Holding Corp
SUNEQ;SUNEQ UN Equity;SunEdison Inc
DPLO;DPLO UN Equity;Diplomat Pharmacy Inc
QLGC;QLGC UW Equity;QLogic LLC
MSFG;MSFG UW Equity;MainSource Financial Group Inc
VALPQ;VALPQ UN Equity;Valaris plc
KBH;KBH UN Equity;KB Home
MBI;MBI UN Equity;MBIA Inc
NBBC;NBBC UW Equity;NewBridge Bancorp
WFTIQ;WFTIQ UN Equity;Weatherford International PLC
CRWN;CRWN UW Equity;Crown Media Holdings Inc
HDP;HDP UW Equity;Hortonworks Inc
XLRN;XLRN UQ Equity;Acceleron Pharma Inc
SNV;SNV UN Equity;Synovus Financial Corp
NCR;NCR UN Equity;NCR Corp
PMCS;PMCS UW Equity;Microsemi Storage Solutions Inc
SANM;SANM UW Equity;Sanmina Corp
PTSI;PTSI UQ Equity;PAM Transportation Services Inc
ARGO;ARGO UW Equity;Argo Group International Holdings Ltd
QDEL;QDEL UW Equity;Quidel Corp
RENT;RENT UW Equity;Rentrak Corp
HIVE;HIVE UN Equity;Aerohive Networks Inc
SYBT;SYBT UW Equity;Stock Yards Bancorp Inc
ACHC;ACHC UW Equity;Acadia Healthcare Co Inc
CDMO;CDMO UR Equity;Avid Bioservices Inc
THFF;THFF UW Equity;First Financial Corp/IN
TISI;TISI UN Equity;Team Inc
EBTC;EBTC UW Equity;Enterprise Bancorp Inc/MA
HTBI;HTBI UW Equity;HomeTrust Bancshares Inc
POZN;POZN UW Equity;POZEN Inc
PSTB;PSTB UW Equity;Park Sterling Corp
USAK;USAK UW Equity;USA Truck Inc
HMST;HMST UW Equity;HomeStreet Inc
WRE;WRE UN Equity;Washington Real Estate Investment Trust
XPER;XPER UW Equity;Xperi Holding Corp
NAVI;NAVI UW Equity;Navient Corp
TKR;TKR UN Equity;Timken Co/The
MXPT;MXPT US Equity;MaxPoint Interactive Inc
1627457D;1627457D UN Equity;Pep Boys-Manny Moe & Jack/The
IMPR;IMPR UN Equity;Imprivata Inc
OTIC;OTIC UW Equity;Otonomy Inc
PBPB;PBPB UW Equity;Potbelly Corp
MXL;MXL UN Equity;MaxLinear Inc
JAH;JAH UN Equity;Jarden Corp
AGRX;AGRX UQ Equity;Agile Therapeutics Inc
LECO;LECO UW Equity;Lincoln Electric Holdings Inc
SNR;SNR UN Equity;New Senior Investment Group Inc
GABC;GABC UW Equity;German American Bancorp Inc
TUBE;TUBE UW Equity;TubeMogul Inc
GPI;GPI UN Equity;Group 1 Automotive Inc
SAGE;SAGE UQ Equity;Sage Therapeutics Inc
GCO;GCO UN Equity;Genesco Inc
CYNO;CYNO UW Equity;Cynosure LLC
QTS;QTS UN Equity;QTS Realty Trust Inc
SFXEQ;SFXEQ UW Equity;LiveStyle Inc
SUI;SUI UN Equity;Sun Communities Inc
EIGI;EIGI UW Equity;Endurance International Group Holdings I
OKSB;OKSB UW Equity;Southwest Bancorp Inc
FNFV;FNFV UN Equity;FNFV Group
SSEIQ;SSEIQ UN Equity;Seventy Seven Energy Inc/Old
PRE;PRE UN Equity;PartnerRe Ltd
VOYA;VOYA UN Equity;Voya Financial Inc
MTDR;MTDR UN Equity;Matador Resources Co
SLCA;SLCA UN Equity;US Silica Holdings Inc
VAC;VAC UN Equity;Marriott Vacations Worldwide Corp
FCBC;FCBC UW Equity;First Community Bankshares Inc
SHEN;SHEN UW Equity;Shenandoah Telecommunications Co
BANC;BANC UN Equity;Banc of California Inc
LADR;LADR UN Equity;Ladder Capital Corp
NOW;NOW UN Equity;ServiceNow Inc
UUUU;UUUU UA Equity;Energy Fuels Inc/Canada
FR;FR UN Equity;First Industrial Realty Trust Inc
PGC;PGC UW Equity;Peapack-Gladstone Financial Corp
MTSN;MTSN UW Equity;Mattson Technology Inc
METR;METR UW Equity;Metro Bancorp Inc
CPE;CPE UN Equity;Callon Petroleum Co
AMH;AMH UN Equity;American Homes 4 Rent
LION;LION UW Equity;Fidelity Southern Corp
RCAPQ;RCAPQ UN Equity;Aretec Group Inc
KFRC;KFRC UW Equity;Kforce Inc
OPK;OPK UN Equity;OPKO Health Inc
CTIC;CTIC UR Equity;CTI BioPharma Corp
OCFC;OCFC UW Equity;OceanFirst Financial Corp
UNISQ;UNISQ UQ Equity;Unilife Corp
TAHO;TAHO UN Equity;Tahoe Resources Inc
USNA;USNA UN Equity;USANA Health Sciences Inc
BUSE;BUSE UW Equity;First Busey Corp
ELGXQ;ELGXQ UW Equity;Endologix Inc
PAG;PAG UN Equity;Penske Automotive Group Inc
CDRBQ;CDRBQ UR Equity;Code Rebel Corp
CERS;CERS UQ Equity;Cerus Corp
SEAC;SEAC UW Equity;SeaChange International Inc
GWB;GWB UN Equity;Great Western Bancorp Inc
FCPT;FCPT UN Equity;Four Corners Property Trust Inc
TXTR;TXTR UN Equity;Textura Corp
AAL;AAL UW Equity;American Airlines Group Inc
1702253D;1702253D UW Equity;Towers Watson & Co
GLPI;GLPI UW Equity;Gaming and Leisure Properties Inc
LBAI;LBAI UW Equity;Lakeland Bancorp Inc
SIRO;SIRO UW Equity;Sirona Dental Systems Inc
AHH;AHH UN Equity;Armada Hoffler Properties Inc
DGI;DGI UN Equity;DigitalGlobe Inc
SAH;SAH UN Equity;Sonic Automotive Inc
CLAR;CLAR UW Equity;Clarus Corp
DYAX;DYAX UQ Equity;Dyax Corp
CMLSQ;CMLSQ UW Equity;CM Wind Down Topco Inc
BNCN;BNCN UR Equity;BNC Bancorp
BEBE;BEBE UW Equity;bebe stores inc
ARPI;ARPI UN Equity;American Residential Properties Inc
TREX;TREX UN Equity;Trex Co Inc
CSLT;CSLT UN Equity;Castlight Health Inc
GIMO;GIMO UN Equity;Gigamon Inc
POWR;POWR UN Equity;PowerSecure International Inc
BBW;BBW UN Equity;Build-A-Bear Workshop Inc
BRCD;BRCD UW Equity;Brocade Communications Systems LLC
VHC;VHC UA Equity;VirnetX Holding Corp
DRRX;DRRX UQ Equity;Durect Corp
PFSW;PFSW UR Equity;PFSweb Inc
BLT;BLT UN Equity;Blount International Inc
ABG;ABG UN Equity;Asbury Automotive Group Inc
H;H UN Equity;Hyatt Hotels Corp
COTY;COTY UN Equity;Coty Inc
TSYS;TSYS UW Equity;TeleCommunication Systems Inc
RKUS;RKUS UN Equity;Ruckus Wireless Inc
PCOA;PCOA UW Equity;Pendrell Corp
YDKN;YDKN UN Equity;Yadkin Financial Corp
MNKD;MNKD UQ Equity;MannKind Corp
CHFN;CHFN UR Equity;Charter Financial Corp/MD
MDAS;MDAS UW Equity;MedAssets Inc
NNI;NNI UN Equity;Nelnet Inc
GTS;GTS UN Equity;Triple-S Management Corp
NPTN;NPTN UN Equity;NeoPhotonics Corp
MODV;MODV UW Equity;ModivCare Inc
SALT;SALT UN Equity;Scorpio Bulkers Inc
FRME;FRME UW Equity;First Merchants Corp
CSBK;CSBK UW Equity;Clifton Bancorp Inc
TBPH;TBPH UQ Equity;Theravance Biopharma Inc
CTRE;CTRE UW Equity;CareTrust REIT Inc
CTCT;CTCT UW Equity;Constant Contact Inc
NMBL;NMBL UN Equity;Nimble Storage Inc
VA;VA UW Equity;Virgin America Inc
FGEN;FGEN UW Equity;FibroGen Inc
DPZ;DPZ UN Equity;Domino's Pizza Inc
EAT;EAT UN Equity;Brinker International Inc
CRS;CRS UN Equity;Carpenter Technology Corp
CY;CY UW Equity;Cypress Semiconductor Corp
HURN;HURN UW Equity;Huron Consulting Group Inc
AGCO;AGCO UN Equity;AGCO Corp
