Ticker;Ticker BBG;Name
CLCT;CLCT UQ Equity;Collectors Universe Inc
APIC;APIC UW Equity;Apigee Corp
FNSR;FNSR UW Equity;Finisar Corp
BGCP;BGCP UW Equity;BGC Partners Inc
ATRA;ATRA UW Equity;Atara Biotherapeutics Inc
BRKR;BRKR UW Equity;Bruker Corp
TSC;TSC UW Equity;TriState Capital Holdings Inc
AGEN;AGEN UR Equity;Agenus Inc
WTI;WTI UN Equity;W&T Offshore Inc
ACOR;ACOR UW Equity;Acorda Therapeutics Inc
ABCO;ABCO UW Equity;Advisory Board Co/The
CALD;CALD UQ Equity;Callidus Software Inc
KONAQ;KONAQ UQ Equity;Kona Grill Inc
DVAX;DVAX UR Equity;Dynavax Technologies Corp
FORM;FORM UW Equity;FormFactor Inc
HHC;HHC UN Equity;Howard Hughes Corp/The
INAPQ;INAPQ UW Equity;Internap Corp
BNED;BNED UN Equity;Barnes & Noble Education Inc
GLBL;GLBL UW Equity;TerraForm Global Inc
SQNM;SQNM UW Equity;Sequenom Inc
EE;EE UN Equity;El Paso Electric Co
BLDR;BLDR UW Equity;Builders FirstSource Inc
WD;WD UN Equity;Walker & Dunlop Inc
WWE;WWE UN Equity;World Wrestling Entertainment Inc
WW;WW UN Equity;WW International Inc
INFI;INFI UW Equity;Infinity Pharmaceuticals Inc
MGI;MGI UW Equity;MoneyGram International Inc
ENTG;ENTG UW Equity;Entegris Inc
ENV;ENV UN Equity;Envestnet Inc
FNBCQ;FNBCQ UW Equity;First NBC Bank Holding Co
1832555D;1832555D UQ Equity;Array BioPharma Inc
EFSC;EFSC UW Equity;Enterprise Financial Services Corp
APPS;APPS UR Equity;Digital Turbine Inc
OMED;OMED UW Equity;OncoMed Pharmaceuticals Inc
NXRT;NXRT UN Equity;NexPoint Residential Trust Inc
RIGL;RIGL UW Equity;Rigel Pharmaceuticals Inc
LMNX;LMNX UW Equity;Luminex Corp
NYMT;NYMT UW Equity;New York Mortgage Trust Inc
EXEL;EXEL UW Equity;Exelixis Inc
LXRX;LXRX UW Equity;Lexicon Pharmaceuticals Inc
CRIS;CRIS UQ Equity;Curis Inc
9993333D;9993333D UW Equity;Sonus Inc
PGND;PGND UN Equity;Press Ganey Holdings Inc
BHLB;BHLB UN Equity;Berkshire Hills Bancorp Inc
CPHD;CPHD UW Equity;Cepheid
ARNA;ARNA UW Equity;Arena Pharmaceuticals Inc
BEL;BEL UN Equity;Belmond Ltd
XXIA;XXIA UW Equity;Ixia
QGEN;QGEN UW Equity;QIAGEN NV
HBIO;HBIO UQ Equity;Harvard Bioscience Inc
CSCD;CSCD UQ Equity;FormFactor Beaverton Inc
EXAS;EXAS UR Equity;Exact Sciences Corp
USLM;USLM UW Equity;United States Lime & Minerals Inc
FRSH;FRSH UW Equity;Papa Murphy's Holdings Inc
CCOI;CCOI UW Equity;Cogent Communications Holdings Inc
OSTK;OSTK UQ Equity;Overstock.com Inc
XBKS;XBKS UW Equity;Xenith Bankshares Inc
ZAYO;ZAYO UN Equity;Zayo Group Holdings Inc
ESPR;ESPR UQ Equity;Esperion Therapeutics Inc
NSTG;NSTG UQ Equity;NanoString Technologies Inc
FLWS;FLWS UW Equity;1-800-Flowers.com Inc
SSNI;SSNI UN Equity;Itron Networked Solutions Inc
TTGT;TTGT UQ Equity;TechTarget Inc
PYPL;PYPL UW Equity;PayPal Holdings Inc
KERX;KERX UR Equity;Keryx Biopharmaceuticals Inc
WEB;WEB UW Equity;Web.com Group Inc
AINC;AINC UA Equity;Ashford Inc
IRWD;IRWD UW Equity;Ironwood Pharmaceuticals Inc
ENVA;ENVA UN Equity;Enova International Inc
RP;RP UW Equity;RealPage Inc
CPRX;CPRX UR Equity;Catalyst Pharmaceuticals Inc
AXTA;AXTA UN Equity;Axalta Coating Systems Ltd
EME;EME UN Equity;EMCOR Group Inc
SGEN;SGEN UW Equity;Seagen Inc
TZOO;TZOO UW Equity;Travelzoo
WPC;WPC UN Equity;WP Carey Inc
ZIOP;ZIOP UR Equity;ZIOPHARM Oncology Inc
XHR;XHR UN Equity;Xenia Hotels & Resorts Inc
AAXN;AAXN UW Equity;Axon Enterprise Inc
FVE;FVE UN Equity;Five Star Senior Living Inc
CORT;CORT UR Equity;Corcept Therapeutics Inc
WHG;WHG UN Equity;Westwood Holdings Group Inc
RGC;RGC UN Equity;Regal Entertainment Group
LIFE;LIFE UW Equity;aTyr Pharma Inc
IPGP;IPGP UW Equity;IPG Photonics Corp
AWI;AWI UN Equity;Armstrong World Industries Inc
QNST;QNST UW Equity;QuinStreet Inc
MFLX;MFLX UW Equity;Multi-Fineline Electronix Inc
CUTR;CUTR UW Equity;Cutera Inc
CSOD;CSOD UW Equity;Cornerstone OnDemand Inc
NGS;NGS UN Equity;Natural Gas Services Group Inc
HCI;HCI UN Equity;HCI Group Inc
NLSN;NLSN UN Equity;Nielsen Holdings PLC
VG;VG UN Equity;Vonage Holdings Corp
EQBK;EQBK UW Equity;Equity Bancshares Inc
VYGR;VYGR UW Equity;Voyager Therapeutics Inc
ARII;ARII UW Equity;American Railcar Industries Inc
DXCM;DXCM UW Equity;DexCom Inc
TRI;TRI UN Equity;Thomson Reuters Corp
SBRA;SBRA UW Equity;Sabra Health Care REIT Inc
PODD;PODD UW Equity;Insulet Corp
CTT;CTT UN Equity;CatchMark Timber Trust Inc
CYTK;CYTK UW Equity;Cytokinetics Inc
LCI;LCI UN Equity;Lannett Co Inc
BDSI;BDSI UR Equity;BioDelivery Sciences International Inc
SAIA;SAIA UW Equity;Saia Inc
PRTK;PRTK UQ Equity;Paratek Pharmaceuticals Inc
ECYT;ECYT UW Equity;Endocyte Inc
WLK;WLK UN Equity;Westlake Chemical Corp
ESGR;ESGR UW Equity;Enstar Group Ltd
ENH;ENH UN Equity;Sompo International Holdings Ltd
ACTG;ACTG UW Equity;Acacia Research Corp
GTT;GTT UN Equity;GTT Communications Inc
PRGO;PRGO UN Equity;Perrigo Co PLC
AHT;AHT UN Equity;Ashford Hospitality Trust Inc
LMAT;LMAT UQ Equity;LeMaitre Vascular Inc
TLMR;TLMR UR Equity;Talmer Bancorp Inc
GOOD;GOOD UW Equity;Gladstone Commercial Corp
TOWN;TOWN UW Equity;Towne Bank/Portsmouth VA
ITC;ITC UN Equity;ITC Holdings Corp
ALNY;ALNY UW Equity;Alnylam Pharmaceuticals Inc
TPX;TPX UN Equity;Tempur Sealy International Inc
PRAH;PRAH UW Equity;PRA Health Sciences Inc
MRLN;MRLN UW Equity;Marlin Business Services Corp
ARMK;ARMK UN Equity;Aramark
HLT;HLT UN Equity;Hilton Worldwide Holdings Inc
FPO;FPO UN Equity;First Potomac Realty Trust
CONN;CONN UW Equity;Conn's Inc
FLXN;FLXN UQ Equity;Flexion Therapeutics Inc
EGRX;EGRX UQ Equity;Eagle Pharmaceuticals Inc/DE
WIFI;WIFI UW Equity;Boingo Wireless Inc
CMPR;CMPR UW Equity;Cimpress PLC
PRI;PRI UN Equity;Primerica Inc
RMR;RMR UR Equity;RMR Group Inc/The
KRO;KRO UN Equity;Kronos Worldwide Inc
TDOC;TDOC UN Equity;Teladoc Health Inc
MCHX;MCHX UW Equity;Marchex Inc
HTH;HTH UN Equity;Hilltop Holdings Inc
CDW;CDW UW Equity;CDW Corp/DE
HDS;HDS UW Equity;HD Supply Holdings Inc
UCTT;UCTT UW Equity;Ultra Clean Holdings Inc
ASGN;ASGN UN Equity;ASGN Inc
LRN;LRN UN Equity;Stride Inc
CPS;CPS UN Equity;Cooper-Standard Holdings Inc
ACHN;ACHN UW Equity;Achillion Pharmaceuticals Inc
9745633D;9745633D UN Equity;TCF Financial Corp/DE
BXS;BXS UN Equity;BancorpSouth Bank
CBSH;CBSH UW Equity;Commerce Bancshares Inc/MO
TRMK;TRMK UW Equity;Trustmark Corp
UMBF;UMBF UW Equity;UMB Financial Corp
VLY;VLY UN Equity;Valley National Bancorp
MTEM;MTEM UR Equity;Molecular Templates Inc
GCI;GCI UN Equity;Gannett Co Inc
ERIE;ERIE UW Equity;Erie Indemnity Co
WABC;WABC UW Equity;Westamerica BanCorp
TCBI;TCBI UW Equity;Texas Capital Bancshares Inc
PACW;PACW UW Equity;PacWest Bancorp
MNTA;MNTA UW Equity;Momenta Pharmaceuticals Inc
TUESQ;TUESQ UW Equity;Tuesday Morning Corp
CNO;CNO UN Equity;CNO Financial Group Inc
RTEC;RTEC UN Equity;Rudolph Technologies Inc
FGL;FGL UN Equity;Fidelity & Guaranty Life
IBP;IBP UN Equity;Installed Building Products Inc
FLDM;FLDM UW Equity;Fluidigm Corp
ETH;ETH UN Equity;Ethan Allen Interiors Inc
MPSX;MPSX UN Equity;Multi Packaging Solutions International
CIEN;CIEN UN Equity;Ciena Corp
WR;WR UN Equity;Evergy Kansas Central Inc
VOLT;VOLT UA Equity;Volt Information Sciences Inc
WBA;WBA UW Equity;Walgreens Boots Alliance Inc
DMTX;DMTX UW Equity;Dimension Therapeutics Inc
MAR;MAR UW Equity;Marriott International Inc/MD
CNCE;CNCE UQ Equity;Concert Pharmaceuticals Inc
CDNS;CDNS UW Equity;Cadence Design Systems Inc
JOE;JOE UN Equity;St Joe Co/The
TYL;TYL UN Equity;Tyler Technologies Inc
UHS;UHS UN Equity;Universal Health Services Inc
SWKS;SWKS UW Equity;Skyworks Solutions Inc
ATVI;ATVI UW Equity;Activision Blizzard Inc
HFC;HFC UN Equity;HollyFrontier Corp
JKHY;JKHY UW Equity;Jack Henry & Associates Inc
KPTI;KPTI UW Equity;Karyopharm Therapeutics Inc
PDLI;PDLI UW Equity;PDL BioPharma Inc
PRGS;PRGS UW Equity;Progress Software Corp
RGLD;RGLD UW Equity;Royal Gold Inc
SNPS;SNPS UW Equity;Synopsys Inc
ARRS;ARRS UW Equity;ARRIS International PLC
CUDA;CUDA UN Equity;Barracuda Networks Inc
PTEN;PTEN UW Equity;Patterson-UTI Energy Inc
SCHN;SCHN UW Equity;Schnitzer Steel Industries Inc
RS;RS UN Equity;Reliance Steel & Aluminum Co
ADTN;ADTN UW Equity;ADTRAN Inc
HSIC;HSIC UW Equity;Henry Schein Inc
ANSS;ANSS UW Equity;ANSYS Inc
FDS;FDS UN Equity;FactSet Research Systems Inc
PLCM;PLCM UW Equity;Polycom Inc
ROVI;ROVI UW Equity;Rovi Corp
XRM;XRM UN Equity;Andritz Fabrics & Rolls Inc
AMG;AMG UN Equity;Affiliated Managers Group Inc
TTWO;TTWO UW Equity;Take-Two Interactive Software Inc
JLL;JLL UN Equity;Jones Lang LaSalle Inc
MSTR;MSTR UW Equity;MicroStrategy Inc
SBAC;SBAC UW Equity;SBA Communications Corp
ON;ON UW Equity;ON Semiconductor Corp
ORA;ORA UN Equity;Ormat Technologies Inc
MDRX;MDRX UW Equity;Allscripts Healthcare Solutions Inc
CRL;CRL UN Equity;Charles River Laboratories International
BWXT;BWXT UN Equity;BWX Technologies Inc
BLKB;BLKB UW Equity;Blackbaud Inc
HIL;HIL UN Equity;Hill International Inc
OIS;OIS UN Equity;Oil States International Inc
BG;BG UN Equity;Bunge Ltd
ALR;ALR UN Equity;Alere Inc
9998865D;9998865D UN Equity;Whiting Petroleum Corp
XRX;XRX UN Equity;Xerox Holdings Corp
HPR;HPR UN Equity;HighPoint Resources Corp
CE;CE UN Equity;Celanese Corp
KBR;KBR UN Equity;KBR Inc
SXC;SXC UN Equity;SunCoke Energy Inc
HII;HII UN Equity;Huntington Ingalls Industries Inc
GT;GT UW Equity;Goodyear Tire & Rubber Co/The
ROX;ROX UA Equity;Castle Brands Inc
PNM;PNM UN Equity;PNM Resources Inc
SFS;SFS UN Equity;Smart & Final Stores Inc
MDLY;MDLY UN Equity;Medley Management Inc
TWTR;TWTR UN Equity;Twitter Inc
CFG;CFG UN Equity;Citizens Financial Group Inc
CFR;CFR UN Equity;Cullen/Frost Bankers Inc
FCFS;FCFS UW Equity;FirstCash Inc
PB;PB UN Equity;Prosperity Bancshares Inc
EVC;EVC UN Equity;Entravision Communications Corp
LYV;LYV UN Equity;Live Nation Entertainment Inc
WMS;WMS UN Equity;Advanced Drainage Systems Inc
CVGI;CVGI UW Equity;Commercial Vehicle Group Inc
AMSWA;AMSWA UW Equity;American Software Inc/GA
COO;COO UN Equity;Cooper Cos Inc/The
MAN;MAN UN Equity;ManpowerGroup Inc
OII;OII UN Equity;Oceaneering International Inc
VHI;VHI UN Equity;Valhi Inc
VSH;VSH UN Equity;Vishay Intertechnology Inc
TECD;TECD UW Equity;Tech Data Corp
ATR;ATR UN Equity;AptarGroup Inc
LVLT;LVLT UN Equity;Level 3 Communications Inc
RMD;RMD UN Equity;ResMed Inc
LAZ;LAZ UN Equity;Lazard Ltd
MTD;MTD UN Equity;Mettler-Toledo International Inc
BMRN;BMRN UW Equity;BioMarin Pharmaceutical Inc
SPWR;SPWR UW Equity;SunPower Corp
IHS;IHS UN Equity;IHS Inc
BECN;BECN UW Equity;Beacon Roofing Supply Inc
WWAV;WWAV UN Equity;Danone US Inc
VPG;VPG UN Equity;Vishay Precision Group Inc
NATL;NATL UW Equity;National Interstate Corp
WAL;WAL UN Equity;Western Alliance Bancorp
PINC;PINC UW Equity;Premier Inc
TAST;TAST UW Equity;Carrols Restaurant Group Inc
SHO;SHO UN Equity;Sunstone Hotel Investors Inc
MHGC;MHGC UQ Equity;Morgans Hotel Group Co LLC
CHD;CHD UN Equity;Church & Dwight Co Inc
DRE;DRE UN Equity;Duke Realty Corp
GBNK;GBNK UW Equity;Guaranty Bancorp
FRT;FRT UN Equity;Federal Realty Investment Trust
MDU;MDU UN Equity;MDU Resources Group Inc
MGM;MGM UN Equity;MGM Resorts International
9995522D;9995522D UW Equity;Office Depot Inc
TFCF;TFCF UW Equity;TFCF Corp
TOL;TOL UN Equity;Toll Brothers Inc
ANCX;ANCX UQ Equity;Access National Corp
AMWD;AMWD UW Equity;American Woodmark Corp
TBBK;TBBK UW Equity;Bancorp Inc/The
EV;EV UN Equity;Eaton Vance Corp
FOSL;FOSL UW Equity;Fossil Group Inc
JBHT;JBHT UW Equity;JB Hunt Transport Services Inc
LRCX;LRCX UW Equity;Lam Research Corp
FCH;FCH UN Equity;FelCor Lodging Trust Inc
MHK;MHK UN Equity;Mohawk Industries Inc
CBMG;CBMG UQ Equity;Cellular Biomedicine Group Inc
PNR;PNR UN Equity;Pentair PLC
AAWW;AAWW UW Equity;Atlas Air Worldwide Holdings Inc
SEIC;SEIC UW Equity;SEI Investments Co
VRTX;VRTX UW Equity;Vertex Pharmaceuticals Inc
TARA;TARA UQ Equity;Protara Therapeutics Inc
TVPT;TVPT UN Equity;Travelport Worldwide Ltd
CAVM;CAVM UW Equity;Cavium LLC
CREE;CREE UW Equity;Cree Inc
REG;REG UN Equity;Regency Centers Corp
NYCB;NYCB UN Equity;New York Community Bancorp Inc
WMGI;WMGI UW Equity;Wright Medical Group NV
LTRPA;LTRPA UW Equity;Liberty TripAdvisor Holdings Inc
RYN;RYN UN Equity;Rayonier Inc
LPT;LPT UN Equity;Liberty Property Trust
JOUT;JOUT UW Equity;Johnson Outdoors Inc
SCCO;SCCO UN Equity;Southern Copper Corp
LGIH;LGIH UW Equity;LGI Homes Inc
OCLR;OCLR UW Equity;Oclaro Inc
AAOI;AAOI UQ Equity;Applied Optoelectronics Inc
ACGL;ACGL UW Equity;Arch Capital Group Ltd
DISH;DISH UW Equity;DISH Network Corp
FB;FB UW Equity;Facebook Inc
ALXN;ALXN UW Equity;Alexion Pharmaceuticals Inc
RE;RE UN Equity;Everest Re Group Ltd
AMTD;AMTD UW Equity;TD Ameritrade Holding Corp
NLY;NLY UN Equity;Annaly Capital Management Inc
ICFI;ICFI UW Equity;ICF International Inc
KNL;KNL UN Equity;Knoll Inc
FLOW;FLOW UN Equity;SPX FLOW Inc
CCI;CCI UN Equity;Crown Castle International Corp
CLR;CLR UN Equity;Continental Resources Inc/OK
AAP;AAP UN Equity;Advance Auto Parts Inc
ILMN;ILMN UW Equity;Illumina Inc
LNKD;LNKD UN Equity;LinkedIn Corp
HCHC;HCHC UA Equity;HC2 Holdings Inc
SEM;SEM UN Equity;Select Medical Holdings Corp
DLB;DLB UN Equity;Dolby Laboratories Inc
EPC;EPC UN Equity;Edgewell Personal Care Co
MRVL;MRVL UW Equity;Marvell Technology Group Ltd
DRII;DRII UN Equity;Diamond Resorts International Inc
SAIC;SAIC UN Equity;Science Applications International Corp
GRMN;GRMN UW Equity;Garmin Ltd
9876588D;9876588D UW Equity;American National Insurance Co
XEC;XEC UN Equity;Cimarex Energy Co
HLF;HLF UN Equity;Herbalife Nutrition Ltd
VMEMQ;VMEMQ UN Equity;Violin Memory Federal Systems Inc
DLR;DLR UN Equity;Digital Realty Trust Inc
LVS;LVS UN Equity;Las Vegas Sands Corp
ULH;ULH UW Equity;Universal Logistics Holdings Inc
STRZA;STRZA UW Equity;Starz Acquisition LLC /CO
FLT;FLT UN Equity;FleetCor Technologies Inc
CXO;CXO UN Equity;Concho Resources Inc
LULU;LULU UW Equity;Lululemon Athletica Inc
EXLS;EXLS UW Equity;ExlService Holdings Inc
AWK;AWK UN Equity;American Water Works Co Inc
CUBI;CUBI UN Equity;Customers Bancorp Inc
CPN;CPN UN Equity;Calpine Corp
GM;GM UN Equity;General Motors Co
CIT;CIT UN Equity;CIT Group Inc
KMI;KMI UN Equity;Kinder Morgan Inc
RNG;RNG UN Equity;RingCentral Inc
ARAY;ARAY UW Equity;Accuray Inc
KALV;KALV UQ Equity;KalVista Pharmaceuticals Inc
AX;AX UW Equity;Axos Financial Inc
WBMD;WBMD UW Equity;WebMD Health Corp
UBNK;UBNK UW Equity;United Financial Bancorp Inc
NWSA;NWSA UW Equity;News Corp
ORI;ORI UN Equity;Old Republic International Corp
GLDD;GLDD UW Equity;Great Lakes Dredge & Dock Corp
OCUL;OCUL UQ Equity;Ocular Therapeutix Inc
LOCO;LOCO UW Equity;El Pollo Loco Holdings Inc
HTWR;HTWR UW Equity;HeartWare International Inc
VEC;VEC UN Equity;Vectrus Inc
XNPT;XNPT UW Equity;XenoPort Inc
OFLX;OFLX UQ Equity;Omega Flex Inc
CORE;CORE UW Equity;Core-Mark Holding Co Inc
TDS;TDS UN Equity;Telephone and Data Systems Inc
SGI;SGI UW Equity;Silicon Graphics International Corp
TPLMQ;TPLMQ UA Equity;Triangle Petroleum Corp
VR;VR UN Equity;Validus Holdings Ltd
GSM;GSM UW Equity;Ferroglobe PLC
NXST;NXST UW Equity;Nexstar Media Group Inc
CTRN;CTRN UW Equity;Citi Trends Inc
HSC;HSC UN Equity;Harsco Corp
ZVO;ZVO UN Equity;Zovio Inc
TFSL;TFSL UW Equity;TFS Financial Corp
9876533D;9876533D UN Equity;Delek US Energy Inc
CLGX;CLGX UN Equity;CoreLogic Inc/United States
NNA;NNA UN Equity;Navios Maritime Acquisition Corp
MYGN;MYGN UW Equity;Myriad Genetics Inc
DST;DST UN Equity;DST Systems Inc
EPEGQ;EPEGQ UN Equity;EP Energy Corp
RSPP;RSPP UN Equity;RSP Permian Inc
DEA;DEA UN Equity;Easterly Government Properties Inc
WTRG;WTRG UN Equity;Essential Utilities Inc
FCN;FCN UN Equity;FTI Consulting Inc
UDR;UDR UN Equity;UDR Inc
EGLE;EGLE UW Equity;Eagle Bulk Shipping Inc
NRTSF;NRTSF UA Equity;Nobilis Health Corp
JMBA;JMBA UQ Equity;Jamba Inc
FCE/A;FCE/A UN Equity;Forest City Realty Trust Inc
LAMR;LAMR UW Equity;Lamar Advertising Co
SLG;SLG UN Equity;SL Green Realty Corp
HUN;HUN UN Equity;Huntsman Corp
UFS;UFS UN Equity;Domtar Corp
FCSC;FCSC UR Equity;Fibrocell Science Inc
WSM;WSM UN Equity;Williams-Sonoma Inc
LITE;LITE UW Equity;Lumentum Holdings Inc
STLD;STLD UW Equity;Steel Dynamics Inc
ISIL;ISIL UW Equity;Renesas Electronics America Inc
AROC;AROC UN Equity;Archrock Inc
NMIH;NMIH UQ Equity;NMI Holdings Inc
JAZZ;JAZZ UW Equity;Jazz Pharmaceuticals PLC
AGR;AGR UN Equity;Avangrid Inc
BRO;BRO UN Equity;Brown & Brown Inc
TISUQ;TISUQ UA Equity;Orchids Paper Products Co
ATRC;ATRC UQ Equity;AtriCure Inc
NEWS;NEWS UW Equity;First Eagle Private Credit LLC
OI;OI UN Equity;O-I Glass Inc
PRDO;PRDO UW Equity;Perdoceo Education Corp
CORI;CORI UQ Equity;Corium International Inc
BR;BR UN Equity;Broadridge Financial Solutions Inc
HRC;HRC UN Equity;Hill-Rom Holdings Inc
CYH;CYH UN Equity;Community Health Systems Inc
ALJ;ALJ UN Equity;Alon USA Energy Inc
ROLL;ROLL UW Equity;RBC Bearings Inc
TLGT;TLGT UW Equity;Teligent Inc/NJ
GPRE;GPRE UW Equity;Green Plains Inc
MPX;MPX UN Equity;Marine Products Corp
IVTY;IVTY UQ Equity;Invuity Inc
VNDA;VNDA UQ Equity;Vanda Pharmaceuticals Inc
INGN;INGN UW Equity;Inogen Inc
VSTO;VSTO UN Equity;Vista Outdoor Inc
SCNB;SCNB UN Equity;Suffolk Bancorp
WSBF;WSBF UW Equity;Waterstone Financial Inc
ULTA;ULTA UW Equity;Ulta Beauty Inc
LPG;LPG UN Equity;Dorian LPG Ltd
FN;FN UN Equity;Fabrinet
1455797D;1455797D UN Equity;TAL International Group Inc
UMH;UMH UN Equity;UMH Properties Inc
GHDX;GHDX UW Equity;Genomic Health Inc
NXTM;NXTM UW Equity;NxStage Medical Inc
LPNT;LPNT UW Equity;Legacy LifePoint Health LLC
ACCO;ACCO UN Equity;ACCO Brands Corp
KTWO;KTWO UW Equity;K2M Group Holdings Inc
LE;LE UR Equity;Lands' End Inc
IMS;IMS UN Equity;IMS Health Holdings Inc
GRUB;GRUB UN Equity;Grubhub Inc
AOS;AOS UN Equity;A O Smith Corp
BKD;BKD UN Equity;Brookdale Senior Living Inc
HNH;HNH UR Equity;Handy & Harman Ltd
FF;FF UN Equity;FutureFuel Corp
AMC;AMC UN Equity;AMC Entertainment Holdings Inc
RAIL;RAIL UW Equity;FreightCar America Inc
PGRE;PGRE UN Equity;Paramount Group Inc
HEES;HEES UW Equity;H&E Equipment Services Inc
INFN;INFN UW Equity;Infinera Corp
ELY;ELY UN Equity;Callaway Golf Co
BPMC;BPMC UW Equity;Blueprint Medicines Corp
TDG;TDG UN Equity;TransDigm Group Inc
AGX;AGX UN Equity;Argan Inc
YELP;YELP UN Equity;Yelp Inc
SPKE;SPKE UW Equity;Spark Energy Inc
GES;GES UN Equity;Guess? Inc
RH;RH UN Equity;RH
XCOOQ;XCOOQ UN Equity;EXCO Resources Inc
INST;INST UN Equity;Instructure Inc
CORR;CORR UN Equity;CorEnergy Infrastructure Trust Inc
CDK;CDK UW Equity;CDK Global Inc
MWA;MWA UN Equity;Mueller Water Products Inc
STBZ;STBZ UR Equity;State Bank Financial Corp
GTLS;GTLS UW Equity;Chart Industries Inc
LTXB;LTXB UW Equity;LegacyTexas Financial Group Inc
FIVE;FIVE UW Equity;Five Below Inc
INWK;INWK UW Equity;InnerWorkings Inc
KRG;KRG UN Equity;Kite Realty Group Trust
JAX;JAX UN Equity;J Alexander's Holdings Inc
FOLD;FOLD UQ Equity;Amicus Therapeutics Inc
FTNT;FTNT UW Equity;Fortinet Inc
PGTI;PGTI UQ Equity;PGT Innovations Inc
AYR;AYR UN Equity;Aircastle Ltd
DEI;DEI UN Equity;Douglas Emmett Inc
DOX;DOX UW Equity;Amdocs Ltd
CSFL;CSFL UW Equity;CenterState Bank Corp
PEN;PEN UN Equity;Penumbra Inc
IPHS;IPHS UW Equity;Innophos Holdings Inc
HA;HA UW Equity;Hawaiian Holdings Inc
ZAGG;ZAGG UW Equity;ZAGG Inc
OMER;OMER UQ Equity;Omeros Corp
GUID;GUID UQ Equity;Guidance Software Inc
OC;OC UN Equity;Owens Corning
LLNW;LLNW UW Equity;Limelight Networks Inc
RNET;RNET UW Equity;RigNet Inc
AIMC;AIMC UW Equity;Altra Industrial Motion Corp
FXCB;FXCB UW Equity;Fox Chase Bancorp Inc
GEN;GEN UN Equity;Genesis Healthcare Inc
NCMI;NCMI UW Equity;National CineMedia Inc
1817382D;1817382D UN Equity;DCT Industrial Trust Inc
RUN;RUN UW Equity;Sunrun Inc
BETR;BETR UN Equity;Amplify Snack Brands Inc
WLH;WLH UN Equity;William Lyon Homes
CSX;CSX UW Equity;CSX Corp
1816375D;1816375D UW Equity;Caesars Holdings Inc
HF;HF UN Equity;HFF Inc
9898989D;9898989D UN Equity;Tidewater Inc
TRN;TRN UN Equity;Trinity Industries Inc
UFI;UFI UN Equity;Unifi Inc
MACK;MACK UQ Equity;Merrimack Pharmaceuticals Inc
N;N UN Equity;NetSuite Inc
ESRT;ESRT UN Equity;Empire State Realty Trust Inc
FDML;FDML UW Equity;Federal-Mogul Holdings LLC
RMAX;RMAX UN Equity;RE/MAX Holdings Inc
GRBK;GRBK UR Equity;Green Brick Partners Inc
ARE;ARE UN Equity;Alexandria Real Estate Equities Inc
GLUU;GLUU UW Equity;Glu Mobile Inc
ALIM;ALIM UQ Equity;Alimera Sciences Inc
GLRE;GLRE UW Equity;Greenlight Capital Re Ltd
CLFD;CLFD UQ Equity;Clearfield Inc
CNK;CNK UN Equity;Cinemark Holdings Inc
ENOC;ENOC UW Equity;Enel X North America Inc
SHOR;SHOR UW Equity;ShoreTel Inc
CHGG;CHGG UN Equity;Chegg Inc
STAY;STAY UN Equity;Extended Stay America Inc
ESGC;ESGC UN Equity;Eros STX Global Corp
PRO;PRO UN Equity;PROS Holdings Inc
KAR;KAR UN Equity;KAR Auction Services Inc
REXXQ;REXXQ UW Equity;Rex Energy Corp
DATA;DATA UN Equity;Tableau Software Inc
ECHO;ECHO UW Equity;Echo Global Logistics Inc
PZN;PZN UN Equity;Pzena Investment Management Inc
SSNC;SSNC UW Equity;SS&C Technologies Holdings Inc
TNGO;TNGO UW Equity;Tangoe US Inc
ATHN;ATHN UW Equity;athenahealth Inc
MHLD;MHLD UW Equity;Maiden Holdings Ltd
G;G UN Equity;Genpact Ltd
PETX;PETX UQ Equity;Aratana Therapeutics Inc
ROIC;ROIC UW Equity;Retail Opportunity Investments Corp
ZYNE;ZYNE UQ Equity;Zynerba Pharmaceuticals Inc
TRS;TRS UW Equity;TriMas Corp
KW;KW UN Equity;Kennedy-Wilson Holdings Inc
HABT;HABT UQ Equity;Habit Restaurants Inc/The
TITN;TITN UW Equity;Titan Machinery Inc
NWS;NWS UW Equity;News Corp
SSYS;SSYS UW Equity;Stratasys Ltd
ANAC;ANAC UQ Equity;Anacor Pharmaceuticals Inc
FIVN;FIVN UQ Equity;Five9 Inc
EBSB;EBSB UW Equity;Meridian Bancorp Inc
TMHC;TMHC UN Equity;Taylor Morrison Home Corp
TMUS;TMUS UW Equity;T-Mobile US Inc
ARWR;ARWR UW Equity;Arrowhead Pharmaceuticals Inc
MMS;MMS UN Equity;MAXIMUS Inc
NFBK;NFBK UW Equity;Northfield Bancorp Inc
1812209D;1812209D UW Equity;Match Group Inc/old
SQ;SQ UN Equity;Square Inc
NCLH;NCLH UW Equity;Norwegian Cruise Line Holdings Ltd
IRDM;IRDM UW Equity;Iridium Communications Inc
DAN;DAN UN Equity;Dana Inc
WGO;WGO UN Equity;Winnebago Industries Inc
SATS;SATS UW Equity;EchoStar Corp
TNDM;TNDM UQ Equity;Tandem Diabetes Care Inc
PLNT;PLNT UN Equity;Planet Fitness Inc
AIMT;AIMT UW Equity;Aimmune Therapeutics Inc
ONVO;ONVO UA Equity;Organovo Holdings Inc
NEFF;NEFF UN Equity;Neff Corp
MORE;MORE UN Equity;Monogram Residential Trust Inc
MDSO;MDSO UW Equity;Medidata Solutions Inc
